,acc_train,acc_val,confusion_matrix,cost_train,cost_val,decay_factor,epoch_nums,epochs,final_acc_test,final_acc_train,final_acc_val,final_cost_test,final_cost_train,final_cost_val,hidden_size,initial_learning_rate,momentum,plot,regularization
0,"[0.32257999999999998, 0.37352000000000002, 0.40295999999999998, 0.42324000000000001, 0.43352000000000002, 0.44441999999999998, 0.45394000000000001, 0.46042, 0.46872000000000003, 0.4718, 0.47777999999999998, 0.48243999999999998, 0.48646, 0.49014000000000002, 0.49381999999999998, 0.49584, 0.50070000000000003, 0.50034000000000001, 0.50266, 0.50760000000000005, 0.50819999999999999, 0.51278000000000001, 0.51356000000000002, 0.51280000000000003, 0.51722000000000001, 0.51785999999999999, 0.52271999999999996, 0.52105999999999997, 0.52063999999999999, 0.52514000000000005, 0.52536000000000005, 0.52742, 0.53002000000000005, 0.52968000000000004, 0.53159999999999996, 0.53190000000000004, 0.53544000000000003, 0.53471999999999997, 0.53613999999999995, 0.53471999999999997, 0.53915999999999997, 0.53812000000000004, 0.54027999999999998, 0.53839999999999999, 0.54179999999999995, 0.53937999999999997, 0.53578000000000003, 0.54383999999999999, 0.53917999999999999, 0.54234000000000004]","[0.32257999999999998, 0.37352000000000002, 0.40295999999999998, 0.42324000000000001, 0.43352000000000002, 0.44441999999999998, 0.45394000000000001, 0.46042, 0.46872000000000003, 0.4718, 0.47777999999999998, 0.48243999999999998, 0.48646, 0.49014000000000002, 0.49381999999999998, 0.49584, 0.50070000000000003, 0.50034000000000001, 0.50266, 0.50760000000000005, 0.50819999999999999, 0.51278000000000001, 0.51356000000000002, 0.51280000000000003, 0.51722000000000001, 0.51785999999999999, 0.52271999999999996, 0.52105999999999997, 0.52063999999999999, 0.52514000000000005, 0.52536000000000005, 0.52742, 0.53002000000000005, 0.52968000000000004, 0.53159999999999996, 0.53190000000000004, 0.53544000000000003, 0.53471999999999997, 0.53613999999999995, 0.53471999999999997, 0.53915999999999997, 0.53812000000000004, 0.54027999999999998, 0.53839999999999999, 0.54179999999999995, 0.53937999999999997, 0.53578000000000003, 0.54383999999999999, 0.53917999999999999, 0.54234000000000004]",images/final_conf.png,"[2.2434617111521487, 2.0873505224831472, 1.9947223048454663, 1.9294005016657365, 1.8785049570079688, 1.8379694362646666, 1.8012465532411923, 1.7727513766976188, 1.7453744734223549, 1.7237828271496223, 1.704119051182962, 1.6853971957746094, 1.6690845760430804, 1.654879199300973, 1.6407210811541983, 1.6296676797701481, 1.6184539601749202, 1.6097065082742761, 1.6017706406478061, 1.5941305421295273, 1.5876219434121757, 1.5802320748099814, 1.5743276706185405, 1.5673967885611273, 1.5618336706683267, 1.558628881627683, 1.5508197276049627, 1.5501333304498512, 1.5493582316466656, 1.5462302340012071, 1.5403674287546953, 1.5344359095979831, 1.5313940576816982, 1.5312081134418218, 1.5264384061687155, 1.5251849996568778, 1.5212190160619821, 1.5224760625978102, 1.5191547877086915, 1.5218596710675822, 1.5145914683817372, 1.5134741156632161, 1.5104535000933572, 1.5143836590459161, 1.5076282750041201, 1.5114642385371344, 1.5175196455751168, 1.5054727507547303, 1.5086463078006997, 1.507288861120007]","[2.2434617111521487, 2.0873505224831472, 1.9947223048454663, 1.9294005016657365, 1.8785049570079688, 1.8379694362646666, 1.8012465532411923, 1.7727513766976188, 1.7453744734223549, 1.7237828271496223, 1.704119051182962, 1.6853971957746094, 1.6690845760430804, 1.654879199300973, 1.6407210811541983, 1.6296676797701481, 1.6184539601749202, 1.6097065082742761, 1.6017706406478061, 1.5941305421295273, 1.5876219434121757, 1.5802320748099814, 1.5743276706185405, 1.5673967885611273, 1.5618336706683267, 1.558628881627683, 1.5508197276049627, 1.5501333304498512, 1.5493582316466656, 1.5462302340012071, 1.5403674287546953, 1.5344359095979831, 1.5313940576816982, 1.5312081134418218, 1.5264384061687155, 1.5251849996568778, 1.5212190160619821, 1.5224760625978102, 1.5191547877086915, 1.5218596710675822, 1.5145914683817372, 1.5134741156632161, 1.5104535000933572, 1.5143836590459161, 1.5076282750041201, 1.5114642385371344, 1.5175196455751168, 1.5054727507547303, 1.5086463078006997, 1.507288861120007]",0.998,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",50,0.5067,0.54234,0.54234,1.5858480181329964,1.507288861120007,1.507288861120007,50,0.35,0.8,images/final.png,0.00275
